10001
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00 -8.36561e-04  3.27014e+05
 -6.89892e-04 -1.63450e+05 -1.66555e-03 -3.94603e+05 -1.06554e-03  2.85389e+05
  4.61940e-04 -4.65466e+05 -1.91342e-04  1.92802e+05 -7.97229e-04  1.00215e+05
 -1.38582e-03 -9.25869e+04  5.74025e-04  3.83508e+04 -9.77453e-04  5.03817e+05
 -3.31414e-04  1.63450e+05  8.00103e-04 -3.94603e+05 -4.33196e-04  2.85389e+05
  6.34609e-04  1.09214e+05 -1.53208e-03 -2.63665e+05 -1.00703e-03  4.27115e+05
 -1.22218e-03  9.25869e+04 -5.06243e-04  3.83508e+04 -7.19070e-04  5.03817e+05
  1.78909e-03  4.65466e+05  7.41063e-04  1.92802e+05 -1.09456e-03  1.00215e+05
  1.13854e-03 -4.18646e+04  7.60746e-04 -2.79730e+04 -7.15070e-04  5.11213e+05
 -1.63675e-03 -4.25058e+05 -1.09364e-03 -2.84015e+05 -8.93614e-04  5.03501e+04
  5.19688e-04 -2.20609e+05 -7.77769e-04  3.30164e+05 -6.72920e-04  3.25880e+05
 -9.42015e-04 -1.81049e+05  1.40983e-03  2.70959e+05 -1.24691e-03  3.97085e+05
 -6.00606e-04  4.82122e+05  1.19468e-04 -9.59001e+04 -6.40804e-04  1.49115e+05
  1.51149e-03  1.46250e+05 -3.00654e-04 -2.90910e+04 -8.76665e-04  4.91568e+05
 -2.28764e-04  4.72412e+04 -1.15007e-03  2.37498e+05 -6.43143e-04  4.53031e+05
  3.58404e-04  8.83821e+04  1.80182e-03  4.44327e+05 -1.25158e-03  2.42150e+05
  4.39217e-04 -2.51691e+05  6.57334e-04 -3.76682e+05 -3.77956e-04  2.42150e+05
 -9.00127e-04 -1.34532e+05 -1.34713e-03 -2.01341e+05 -1.05506e-03  4.53031e+05
  1.05992e-03 -1.23985e+05 -7.08216e-04  8.28441e+04 -7.66018e-04  4.91568e+05
 -1.58307e-03 -4.08724e+05  1.05777e-03  2.73100e+05 -1.05006e-03  1.49115e+05
 -2.06925e-04  6.35759e+04  1.04028e-03 -3.19618e+05 -3.89374e-04  3.97085e+05
  3.44874e-04  7.74675e+04 -1.73380e-03 -3.89456e+05 -1.03387e-03  3.25880e+05
 -3.46760e-04  5.01391e+05 -6.89748e-05  9.97328e+04 -7.73772e-04  5.03501e+04
  1.42973e-03  4.93827e+04  2.84391e-04  9.82282e+03 -9.83625e-04  5.11213e+05
