10001
  0.00000e+00  0.00000e+00  0.00000e+00  0.00000e+00 -2.09566e-06  9.34219e-04
 -4.97524e+01 -0.00000e+00  4.13146e+01  0.00000e+00 -2.72690e-06  1.46733e-03
  7.54039e+01  6.35323e-20 -2.12916e+01  1.03756e-03 -2.09541e-06  1.03756e-03
 -6.22680e+01  1.90597e-19  7.26177e+01  1.03756e-03 -2.09541e-06  1.03756e-03
 -3.72367e+01 -3.97057e-04 -7.34635e+01  3.97057e-04 -2.86882e-06  1.35564e-03
  1.28258e+01 -9.58581e-04 -3.17260e+01  9.58581e-04 -1.72772e-06  5.61524e-04
 -1.84633e+01 -3.97057e-04 -2.65088e+01 -3.97057e-04 -1.56424e-06  1.35564e-03
 -8.10414e+01 -9.58581e-04 -1.60744e+01 -9.58581e-04 -2.29140e-06  5.61524e-04
  5.97594e+01  3.11966e-04 -1.02158e+02 -7.53152e-04 -2.52436e-06  1.22004e-03
  4.72437e+01  4.66890e-04 -1.12592e+02 -1.12717e-03 -1.18876e-06  8.15206e-04
 -4.66235e+01  2.64472e-04 -1.07375e+02  1.09548e-04 -2.02167e-06  1.43914e-03
  1.28595e+02  1.32959e-03 -4.47690e+01  5.50734e-04 -2.35932e-06  2.86262e-04
 -5.91391e+01  5.50734e-04 -9.69408e+01  1.32959e-03 -1.87524e-06  2.86262e-04
 -1.09202e+02  1.09548e-04  2.82717e+01  2.64472e-04 -2.57873e-06  1.43914e-03
 -9.07658e+00  1.12717e-03 -5.52033e+01 -4.66890e-04 -2.41473e-06  8.15206e-04
  1.59547e+01  7.53152e-04  1.32615e+02 -3.11966e-04 -1.33965e-06  1.22004e-03
 -9.19926e+01 -1.26921e-03 -5.12905e+01  2.52461e-04 -1.69546e-06  6.91696e-04
 -4.19301e+01 -6.78405e-04 -9.30280e+01  1.34943e-04 -2.22763e-06  1.29407e-03
  1.20773e+02 -2.73936e-04 -1.03462e+02 -1.37717e-03 -2.95467e-06  4.25944e-04
 -4.38322e+00 -8.30976e-05 -8.25936e+01 -4.17760e-04 -1.68610e-06  1.40415e-03
 -7.32192e+01 -1.19585e-04  2.69674e+01 -7.99042e-05 -2.93328e-06  1.46027e-03
 -1.23282e+02 -1.21417e-03 -9.82451e+01 -8.11281e-04 -1.72579e-06  1.43824e-04
  1.87459e+00 -5.17161e-04 -7.73764e+01  7.73986e-04 -1.81993e-06  1.13426e-03
  5.19371e+01 -6.30163e-04 -1.19114e+02  9.43105e-04 -2.21310e-06  9.30866e-04
 -3.56723e+01  7.99042e-05  1.65330e+01  1.19585e-04 -2.15640e-06  1.46027e-03
  3.94215e+01  8.11281e-04 -8.78108e+01  1.21417e-03 -1.94250e-06  1.43824e-04
  1.55191e+02  7.73986e-04 -2.78131e+01 -5.17161e-04 -1.55829e-06  1.13426e-03
  9.26129e+01  9.43105e-04  1.07834e+02 -6.30163e-04 -3.23997e-06  9.30866e-04
 -1.38926e+02  2.52461e-04 -1.21615e+01 -1.26921e-03 -1.98304e-06  6.91696e-04
  1.23902e+02  1.34943e-04  8.17478e+01 -6.78405e-04 -2.64437e-06  1.29407e-03
 -1.51442e+02  1.37717e-03 -2.25959e+01  2.73936e-04 -2.33757e-06  4.25944e-04
 -1.00597e+02  4.17760e-04 -3.23782e+01  8.30976e-05 -1.57591e-06  1.40415e-03
  2.45592e+01 -4.84527e-05 -1.36722e+02  4.91949e-04 -2.59059e-06  1.38156e-03
 -3.80190e+01 -1.35416e-04  1.24137e+02  1.37491e-03 -1.02733e-06  4.94329e-04
  1.37200e+02 -6.24344e-04  6.15312e+01 -6.14926e-05 -1.94014e-06  1.32645e-03
 -6.93080e+01 -1.32007e-03 -1.67266e+01 -1.30015e-04 -2.47285e-06  6.27365e-04
  4.02037e+01 -6.89726e-04 -5.58555e+01 -8.40433e-04 -1.96474e-06  9.85400e-04
  5.27193e+01 -6.25131e-04 -6.62899e+01 -7.61724e-04 -2.37339e-06  1.08722e-03
 -2.23744e+01 -1.13290e-03  3.80539e+01  9.29744e-04 -2.25445e-06  7.19986e-05
 -5.36635e+01 -5.56556e-05 -7.15071e+01  4.56754e-05 -1.44963e-06  1.46556e-03
  2.14303e+01  1.03941e-03  3.28367e+01  5.55575e-04 -1.03818e-06  8.74089e-04
  1.71618e+02  7.70877e-04 -9.23758e+01  4.12043e-04 -2.59913e-06  1.17857e-03
 -4.11479e+01  6.84209e-04 -6.10727e+01 -1.28006e-03 -2.16749e-06  2.15302e-04
  8.40084e+01  1.01493e-04  1.53357e+00 -1.89880e-04 -2.07011e-06  1.45145e-03
  1.16862e+02  3.41180e-04 -6.49856e+01 -1.03496e-04 -3.07671e-06  1.42336e-03
 -8.29435e+00  1.36207e-03 -8.58543e+01 -4.13179e-04 -1.70379e-06  3.56533e-04
 -9.59037e+01  2.18979e-04 -1.17157e+02  7.21877e-04 -1.42033e-06  1.25857e-03
 -4.58412e+01  3.65344e-04 -7.54199e+01  1.20438e-03 -2.39841e-06  7.54359e-04
 -1.45966e+02 -9.65861e-05  8.05505e+00 -9.80655e-04 -2.12304e-06  1.08722e-03
 -6.46147e+01 -1.06566e-04  1.38485e+02 -1.08199e-03 -1.90795e-06  9.85400e-04
 -1.14677e+02 -7.16519e-05 -7.02028e+01  7.05709e-06 -1.69211e-06  1.46556e-03
  1.04791e+01 -1.45851e-03 -9.10715e+01  1.43650e-04 -2.96968e-06  7.19986e-05
 -3.01967e+01 -8.76451e-04 -4.98792e+00  1.06796e-03 -1.83500e-06  4.94329e-04
 -1.17806e+02 -3.13599e-04  8.89215e+01  3.82122e-04 -2.77212e-06  1.38156e-03
 -6.77436e+01 -1.02536e-03 -3.62910e+01 -8.41493e-04 -2.34705e-06  6.27365e-04
  7.35018e+00 -4.84960e-04  6.80527e+01 -3.97996e-04 -1.56351e-06  1.32645e-03
  6.36705e+01  1.25529e-03 -4.15082e+01 -6.70966e-04 -1.56514e-06  3.56533e-04
  2.61236e+01  3.14434e-04 -1.02051e+01 -1.68068e-04 -2.32470e-06  1.42336e-03
 -9.94237e+01  5.93287e-04 -4.63993e+01  1.10996e-03 -3.12111e-06  7.54359e-04
 -4.93612e+01  3.55603e-04 -8.81368e+01  6.65286e-04 -1.63991e-06  1.25857e-03
